episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,replay_size,updates_per_episode,train_steps,target_update_count,avg_loss,avg_q_tot,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,backscatter_success_rate,active_success_rate,fallback_rate,device,high_level_action_0_count,high_level_action_1_count,high_level_action_2_count,high_level_action_3_count,high_level_action_4_count,high_level_action_5_count,high_level_action_6_count,high_level_action_7_count,high_level_action_8_count,high_level_action_9_count
1,200,-1597.0712617390595,174.0,0.4866666666666667,0.45714285714285713,0.435,0.9924,1,1,0,0,0.0,0.0,28.0,256.0,24.0,0.5170068027210885,0.5,0.0025,cuda,49.0,46.0,53.0,41.0,47.0,39.0,40.0,0.0,45.0,40.0
2,200,-1777.2346654346552,159.0,0.5365659777424483,0.4806201550387597,0.24472193988674315,0.9848,2,1,0,0,0.0,0.0,41.0,224.0,35.0,0.49224806201550386,0.5517241379310345,0.02,cuda,40.0,58.0,45.0,35.0,46.0,54.0,40.0,0.0,41.0,41.0
3,200,-1492.084048020829,184.0,0.46826758147512865,0.4377224199288256,0.23206525464390979,0.9772,3,1,0,0,0.0,0.0,33.0,251.0,30.0,0.5210727969348659,0.8727272727272727,0.02,cuda,51.0,43.0,57.0,36.0,43.0,43.0,35.0,0.0,45.0,47.0
4,200,-1579.4421820369653,203.0,0.49059689288634506,0.4541984732824427,0.29417139593818037,0.9696,4,1,0,0,0.0,0.0,38.0,224.0,38.0,0.5486111111111112,0.6338028169014085,0.0375,cuda,43.0,35.0,49.0,49.0,46.0,47.0,52.0,0.0,38.0,41.0
5,200,-1700.882750202576,203.0,0.5109375,0.4785992217898833,0.25294785624405364,0.962,5,1,0,0,0.0,0.0,40.0,225.0,32.0,0.48501362397820164,0.4098360655737705,0.0125,cuda,37.0,43.0,43.0,44.0,41.0,52.0,58.0,0.0,51.0,31.0
6,200,-1763.8408013306912,134.0,0.5417700578990902,0.6136363636363636,0.18553420128125644,0.9544,6,1,0,0,0.0,0.0,34.0,184.0,36.0,0.48484848484848486,0.34375,0.1575,cuda,45.0,39.0,64.0,30.0,42.0,43.0,46.0,0.0,48.0,43.0
7,200,-1573.6476659583182,177.0,0.508140531276778,0.47346938775510206,0.20967774319847404,0.9468,7,1,0,0,0.0,0.0,37.0,220.0,25.0,0.48214285714285715,0.30612244897959184,0.0425,cuda,51.0,65.0,53.0,33.0,34.0,45.0,39.0,0.0,36.0,44.0
8,200,-1467.216843445437,220.0,0.46368243243243246,0.4748201438848921,0.2755009107468124,0.9392,8,1,0,0,0.0,0.0,28.0,256.0,22.0,0.5489130434782609,0.45,0.045,cuda,31.0,51.0,53.0,49.0,49.0,40.0,33.0,0.0,49.0,45.0
9,200,-1493.4221870666079,212.0,0.4714285714285714,0.4404332129963899,0.2838448907414425,0.9316,9,1,0,0,0.0,0.0,36.0,246.0,31.0,0.5924657534246576,0.7647058823529411,0.0175,cuda,44.0,39.0,57.0,41.0,38.0,43.0,46.0,0.0,31.0,61.0
10,200,-1604.7057523576727,172.0,0.4854045037531276,0.49473684210526314,0.3847574457016517,0.924,10,1,1,0,103.55491638183594,-0.31313922119140625,43.0,234.0,52.0,0.524390243902439,0.44329896907216493,0.0025,cuda,32.0,47.0,64.0,33.0,44.0,53.0,33.0,0.0,50.0,44.0
11,200,-1506.4569286561411,175.0,0.4698275862068966,0.46441947565543074,0.39089922777458674,0.9164,11,1,2,0,99.68113708496094,-0.47369606711647727,33.0,236.0,31.0,0.5537848605577689,0.6545454545454545,0.0125,cuda,41.0,45.0,73.0,30.0,44.0,43.0,45.0,0.0,29.0,50.0
12,200,-1423.8239664245634,195.0,0.45829675153643545,0.48846153846153845,0.27307982333297426,0.9088,12,1,3,0,94.98710632324219,-0.6449613444010417,27.0,227.0,33.0,0.5121212121212121,0.40625,0.03,cuda,31.0,55.0,57.0,36.0,45.0,40.0,42.0,0.0,44.0,50.0
13,200,-1742.0273702754378,168.0,0.5236947791164659,0.44074074074074077,0.1889915628766573,0.9012,13,1,4,0,93.20816040039062,-0.8144523737980769,41.0,239.0,32.0,0.40828402366863903,0.5,0.0075,cuda,38.0,62.0,57.0,48.0,26.0,45.0,43.0,0.0,48.0,33.0
14,200,-1582.6506161578088,162.0,0.4860759493670886,0.47265625,0.3965548504079782,0.8936,14,1,5,0,89.91271209716797,-0.9903803362165179,29.0,222.0,34.0,0.5217391304347826,0.4838709677419355,0.0075,cuda,43.0,55.0,66.0,32.0,39.0,41.0,42.0,0.0,40.0,42.0
