episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,replay_size,updates_per_episode,train_steps,target_update_count,avg_loss,avg_q_tot,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,backscatter_success_rate,active_success_rate,fallback_rate,device,high_level_action_0_count,high_level_action_1_count,high_level_action_2_count,high_level_action_3_count,high_level_action_4_count,high_level_action_5_count,high_level_action_6_count,high_level_action_7_count,high_level_action_8_count,high_level_action_9_count
1,200,-1559.8386738119068,204.0,0.4829821717990275,0.4576923076923077,0.454521625163827,0.9924,1,1,0,0,0.0,0.0,34.0,226.0,34.0,0.5610561056105611,0.5573770491803278,0.0075,cuda,42.0,37.0,39.0,44.0,40.0,42.0,36.0,37.0,45.0,38.0
2,200,-1554.0190346688385,162.0,0.48429319371727747,0.5053763440860215,0.24367688022284123,0.9848,2,1,0,0,0.0,0.0,28.0,255.0,24.0,0.5357142857142857,0.2857142857142857,0.05,cuda,35.0,34.0,50.0,34.0,36.0,36.0,42.0,51.0,41.0,41.0
3,200,-1492.4194610084476,196.0,0.46276150627615065,0.43346007604562736,0.5895641497851443,0.9772,3,1,0,0,0.0,0.0,41.0,221.0,42.0,0.46984126984126984,0.6,0.0275,cuda,43.0,30.0,34.0,38.0,34.0,51.0,44.0,36.0,43.0,47.0
4,200,-1694.2320161345608,196.0,0.5100775193798449,0.4357976653696498,0.2631593368954651,0.9696,4,1,0,0,0.0,0.0,46.0,219.0,39.0,0.6127819548872181,0.515625,0.025,cuda,43.0,34.0,29.0,40.0,38.0,57.0,44.0,38.0,43.0,34.0
5,200,-1634.5559450099129,180.0,0.497165991902834,0.4632352941176471,0.40831758034026466,0.962,5,1,0,0,0.0,0.0,33.0,243.0,29.0,0.4798657718120805,0.6727272727272727,0.0025,cuda,44.0,36.0,39.0,43.0,44.0,41.0,45.0,37.0,31.0,40.0
6,200,-1428.6789051890073,209.0,0.46113989637305697,0.4621212121212121,0.2539519200023255,0.9544,6,1,0,0,0.0,0.0,30.0,244.0,20.0,0.5858895705521472,0.5142857142857142,0.0325,cuda,41.0,42.0,35.0,36.0,34.0,37.0,51.0,50.0,40.0,34.0
7,200,-1450.2601256037906,222.0,0.46605960264900664,0.41923076923076924,0.3310094700785815,0.9468,7,1,0,0,0.0,0.0,30.0,235.0,25.0,0.6172839506172839,0.4782608695652174,0.025,cuda,47.0,40.0,34.0,36.0,42.0,40.0,38.0,45.0,40.0,38.0
8,200,-1416.1328441183543,216.0,0.45585738539898135,0.4317343173431734,0.38792716388126713,0.9392,8,1,0,0,0.0,0.0,29.0,251.0,20.0,0.620253164556962,0.5714285714285714,0.0025,cuda,54.0,43.0,36.0,44.0,35.0,36.0,42.0,36.0,45.0,29.0
9,200,-1626.748240654755,168.0,0.4900332225913621,0.5070921985815603,0.416651904340124,0.9316,9,1,0,0,0.0,0.0,33.0,243.0,41.0,0.5175097276264592,0.4605263157894737,0.005,cuda,40.0,34.0,42.0,36.0,40.0,43.0,33.0,32.0,65.0,35.0
10,200,-1544.2545537058256,186.0,0.49491525423728816,0.45787545787545786,0.2811311555338859,0.924,10,1,1,0,97.62504577636719,0.09678623199462891,25.0,241.0,33.0,0.5467128027681661,0.4375,0.0325,cuda,53.0,40.0,35.0,44.0,24.0,32.0,46.0,48.0,42.0,36.0
